psgc,name,correspondence_code,geographic_level,old_names,city_class,income_classification,urban_rural,population_2015,,population_2020,,status
301406010,Poblacion,31406010,Bgy,,,,U,7153,,8262,,
301406009,Malawak,31406009,Bgy,,,,R,2789,,2950,,
301406008,Malamig,31406008,Bgy,,,,U,5633,,7658,,
301406007,Liciada,31406007,Bgy,,,,U,5017,,6138,,
301406006,Catacte,31406006,Bgy,,,,U,7990,,8401,,
301406005,Cambaog,31406005,Bgy,,,,U,6242,,6600,,
301406004,Camachilihan,31406004,Bgy,,,,U,2552,,2542,,
301406003,Buisan,31406003,Bgy,,,,R,1869,,1876,,
301406002,Bonga Menor,31406002,Bgy,,,,U,4619,,5301,,
301406001,Bonga Mayor,31406001,Bgy,,,,U,3792,,6494,,
301406000,Bustos,31406000,Mun,,,2nd,,67039,,77199,,
301405016,Tibig,31405016,Bgy,,,,R,3151,,3174,,
301405015,Taliptip,31405015,Bgy,,,,U,5490,,5005,,
301405014,Santa Ines,31405014,Bgy,,,,R,2508,,2399,,
301405013,Santa Ana,31405013,Bgy,,,,U,8122,,7998,,
301405012,San Nicolas,31405012,Bgy,,,,U,5804,,6279,,
301405010,San Jose ,31405010,Bgy,,,,U,3372,,3570,,Pob.
301405009,San Francisco,31405009,Bgy,,,,U,6145,,7486,,
301405007,Pitpitan,31405007,Bgy,,,,U,4516,,5077,,
301405006,Perez,31405006,Bgy,,,,R,2381,,2047,,
301405005,Maysantol,31405005,Bgy,,,,R,2768,,2955,,
301405004,Matungao,31405004,Bgy,,,,U,11646,,12950,,
301405003,Bambang,31405003,Bgy,,,,U,13604,,14257,,
301405002,Balubad,31405002,Bgy,,,,U,3357,,3738,,
301405001,Bagumbayan,31405001,Bgy,,,,U,3701,,4297,,
301405000,Bulacan,31405000,Mun,,,1st,,76565,,81232,,
301404019,Wakas,31404019,Bgy,,,,U,1887,,2243,,
301404018,Turo,31404018,Bgy,,,,U,6058,,11864,,
301404017,Tambobong,31404017,Bgy,,,,U,5558,,7323,,
301404016,Taal,31404016,Bgy,,,,U,8681,,9082,,
301404015,Sulucan,31404015,Bgy,,,,R,2572,,2793,,
301404014,Poblacion,31404014,Bgy,,,,U,405,,709,,
301404013,Lolomboy,31404013,Bgy,,,,U,16507,,14437,,
301404012,Igulot,31404012,Bgy,,,,R,1408,,1871,,
301404011,Duhat,31404011,Bgy,,,,U,7444,,8905,,
301404010,Caingin,31404010,Bgy,,,,R,5551,,4813,,
301404009,Bunlo,31404009,Bgy,,,,U,4686,,4018,,
301404008,Bundukan,31404008,Bgy,,,,U,6796,,11129,,
301404007,Bolacan,31404007,Bgy,,,,R,1199,,1566,,
301404006,Bi?ang 2nd,31404006,Bgy,,,,U,2072,,2113,,
301404005,Bi?ang 1st,31404005,Bgy,,,,R,3496,,3406,,
301404004,Batia,31404004,Bgy,,,,U,31663,,40700,,
301404003,Bambang,31404003,Bgy,,,,U,7830,,8841,,
301404002,Bagumbayan,31404002,Bgy,,,,R,3573,,3863,,
301404001,Antipona,31404001,Bgy,,,,R,2289,,1736,,
301404000,Bocaue,31404000,Mun,,,1st,,119675,,141412,,
301403030,Virgen delas Flores,31403030,Bgy,,,,U,6945,,7353,,
301403028,Tilapayong,31403028,Bgy,,,,R,3389,,3023,,
301403027,Tibag,31403027,Bgy,,,,U,3014,,2979,,
301403026,Tiaong,31403026,Bgy,,,,U,5006,,5861,,
301403025,Tarcan,31403025,Bgy,,,,U,7333,,8809,,
301403024,Tangos,31403024,Bgy,,,,U,5699,,7767,,
301403023,Sulivan,31403023,Bgy,,,,U,5070,,5894,,
301403022,Subic,31403022,Bgy,,,,U,5506,,6437,,
301403021,Santo Ni?o,31403021,Bgy,,,,R,3818,,4324,,
301403020,Santo Cristo,31403020,Bgy,,,,U,8840,,9600,,
301403019,Santa Barbara,31403019,Bgy,,,,U,11676,,12638,,
301403018,San Roque,31403018,Bgy,,,,R,3554,,3967,,
301403017,San Jose,31403017,Bgy,,,,U,6575,,6739,,
301403016,Sabang,31403016,Bgy,,,,U,11350,,12547,,
301403014,Poblacion,31403014,Bgy,,,,U,9448,,10573,,
301403013,Pinagbarilan,31403013,Bgy,,,,U,5357,,6580,,
301403012,Piel,31403012,Bgy,,,,R,2229,,2648,,
301403011,Paitan,31403011,Bgy,,,,R,1517,,1863,,
301403010,Pagala,31403010,Bgy,,,,U,3843,,7235,,
301403008,Matangtubig,31403008,Bgy,,,,R,2630,,3332,,
301403007,Makinabang,31403007,Bgy,,,,U,11715,,12637,,
301403006,Hinukay,31403006,Bgy,,,,R,2140,,2226,,
301403005,Concepcion,31403005,Bgy,,,,U,9933,,10159,,
301403004,Catulinan,31403004,Bgy,,,,R,1916,,2123,,
301403003,Calantipay,31403003,Bgy,,,,R,2784,,3522,,
301403002,Barangca,31403002,Bgy,,,,R,3051,,3385,,
301403001,Bagong Nayon,31403001,Bgy,,,,U,5616,,4249,,
301403000,City of Baliwag,31403000,City,,CC,1st (as Mun),,149954,,168470,,
301402011,Wawa ,31402011,Bgy,,,,U,4985,,4870,,Pob.
301402010,Santol,31402010,Bgy,,,,U,16346,,17050,,
301402009,San Juan,31402009,Bgy,,,,U,10158,,9415,,
301402008,Pulong Gubat,31402008,Bgy,,,,U,7701,,7759,,
301402007,Panginay,31402007,Bgy,,,,U,12578,,13992,,
301402005,Longos,31402005,Bgy,,,,R,2779,,2711,,
301402004,Dalig,31402004,Bgy,,,,R,1949,,2081,,
301402003,Borol 1st,31402003,Bgy,,,,U,10190,,10780,,
301402002,Borol 2nd,31402002,Bgy,,,,U,7243,,8360,,
301402000,Balagtas,31402000,Mun,Bigaa,,1st,,73929,,77018,,
301401019,Taboc,31401019,Bgy,,,,R,3223,,3954,,
301401018,Sulucan,31401018,Bgy,,,,U,5723,,5910,,
301401017,Santo Cristo ,31401017,Bgy,,,,U,4999,,5132,,Pob.
301401016,Santa Lucia,31401016,Bgy,,,,R,2475,,2911,,
301401015,Santa Cruz ,31401015,Bgy,,,,U,5641,,5875,,Pob.
301401014,San Roque ,31401014,Bgy,,,,U,5168,,4747,,Pob.
301401013,Pulong Yantok,31401013,Bgy,,,,U,4940,,5940,,
301401010,Paltok,31401010,Bgy,,,,R,1447,,1738,,
301401009,Niugan,31401009,Bgy,,,,U,4607,,5256,,
301401008,Marungko,31401008,Bgy,,,,U,4344,,5552,,
301401007,Laog,31401007,Bgy,,,,R,1225,,1787,,
301401006,Encanto,31401006,Bgy,,,,U,4665,,5116,,
301401005,Donacion,31401005,Bgy,,,,R,2603,,2902,,
301401003,Binagbag,31401003,Bgy,,,,U,5182,,5560,,
301401002,Baybay,31401002,Bgy,,,,R,855,,910,,
301401001,Banaban,31401001,Bgy,,,,R,2140,,2327,,
301401000,Angat,31401000,Mun,,,1st,,59237,,65617,,
301400000,Bulacan,31400000,Prov,,,1st,,3292071,,3708890,,
300812015,West Daang Bago ,30812015,Bgy,,,,R,753,,793,,Pob.
300812014,West Calaguiman ,30812014,Bgy,,,,R,1419,,1534,,Pob.
300812013,Gugo,30812013,Bgy,,,,U,3756,,3639,,
300812012,Tabing Ilog,30812012,Bgy,,,,R,2184,,2289,,
300812011,Sapa,30812011,Bgy,,,,R,3682,,4638,,
300812010,Santa Lucia,30812010,Bgy,,,,R,2480,,2555,,
300812009,San Roque ,30812009,Bgy,,,,R,1159,,936,,Pob.
300812008,San Juan ,30812008,Bgy,,,,R,4230,,4456,,Pob.
300812006,Palili,30812006,Bgy,,,,R,2092,,2284,,
300812005,Lalawigan,30812005,Bgy,,,,R,3926,,4787,,
300812004,Imelda,30812004,Bgy,,,,R,2665,,3058,,
300812003,Ibaba ,30812003,Bgy,,,,R,3210,,3230,,Pob.
300812002,East Daang Bago ,30812002,Bgy,,,,R,1169,,1314,,Pob.
300812001,East Calaguiman ,30812001,Bgy,,,,R,2573,,2789,,Pob.
300812000,Samal,30812000,Mun,,,4th,,35298,,38302,,
300811027,Wawa,30811027,Bgy,,,,R,1990,,2289,,
300811026,Wakas South,30811026,Bgy,,,,R,1616,,1461,,
300811025,Wakas North,30811025,Bgy,,,,R,1109,,1299,,
300811023,Santa Rosa,30811023,Bgy,,,,U,6942,,7179,,
300811022,Rizal ,30811022,Bgy,,,,R,847,,1114,,Pob.
300811021,Poblacion,30811021,Bgy,,,,R,1399,,1311,,
300811020,Pantingan,30811020,Bgy,,,,R,1442,,1482,,
300811019,Panilao,30811019,Bgy,,,,U,5488,,5857,,
300811016,Nagwaling,30811016,Bgy,,,,R,3006,,3571,,
300811014,Liyang,30811014,Bgy,,,,R,2345,,2728,,
300811013,Landing,30811013,Bgy,,,,R,1311,,1316,,
300811012,Diwa,30811012,Bgy,,,,R,2491,,2816,,
300811011,Del Rosario ,30811011,Bgy,,,,R,1847,,2647,,Pob.
300811009,Burgos,30811009,Bgy,,,,R,1227,,1188,,
300811007,Bantan Munti,30811007,Bgy,,,,R,467,,484,,
300811006,Balut II,30811006,Bgy,,,,R,1260,,1302,,
300811005,Balut I,30811005,Bgy,,,,R,1151,,1315,,
300811003,Bagumbayan,30811003,Bgy,,,,R,1427,,1466,,
300811001,Ala-uli,30811001,Bgy,,,,U,4458,,5414,,
300811000,Pilar,30811000,Mun,,,3rd,,41823,,46239,,
300810030,Santa Elena,30810030,Bgy,,,,R,1736,,1974,,
300810029,Wawa ,30810029,Bgy,,,,R,1818,,1807,,Pob.
300810028,Wakas ,30810028,Bgy,,,,R,768,,977,,Pob.
300810027,Villa Angeles ,30810027,Bgy,,,,R,1161,,1271,,Pob.
300810024,Santo Domingo,30810024,Bgy,,,,R,4107,,4394,,
300810022,San Vicente ,30810022,Bgy,,,,R,1391,,1332,,Pob.
300810021,Sabatan,30810021,Bgy,,,,U,3651,,3763,,
300810020,Puting Buhangin,30810020,Bgy,,,,R,2696,,3053,,
300810018,Lusungan ,30810018,Bgy,,,,R,1647,,1456,,Pob.
300810017,Lati ,30810017,Bgy,,,,R,1113,,1289,,Pob.
300810016,Kapunitan,30810016,Bgy,,,,R,5237,,4137,,
300810014,General Lim,30810014,Bgy,Kaput,,,U,3956,,5343,,
300810013,Daang Pare,30810013,Bgy,,,,U,6297,,8056,,
300810012,Daang Bilolo ,30810012,Bgy,,,,R,2745,,3069,,Pob.
300810011,Daang Bago ,30810011,Bgy,,,,R,969,,1064,,Pob.
300810010,Camachile,30810010,Bgy,,,,R,1587,,1707,,
300810009,Calungusan,30810009,Bgy,,,,R,1610,,1807,,
300810008,Bilolo,30810008,Bgy,,,,U,6803,,7829,,
300810007,Bantan,30810007,Bgy,,,,R,1403,,1387,,
300810004,Balut ,30810004,Bgy,,,,R,1391,,1399,,Pob.
300810003,Balagtas ,30810003,Bgy,,,,R,1963,,1995,,Pob.
300810002,Bagumbayan ,30810002,Bgy,,,,R,1309,,1146,,Pob.
300810001,Arellano ,30810001,Bgy,,,,R,644,,516,,Pob.
300810000,Orion,30810000,Mun,,,2nd,,56002,,60771,,
300809029,Tagumpay,30809029,Bgy,,,,R,2003,,2551,,
300809028,Puksuan,30809028,Bgy,,,,R,645,,625,,
300809027,Maria Fe,30809027,Bgy,,,,R,2146,,2192,,
300809026,Kabalutan,30809026,Bgy,,,,R,2462,,3019,,
300809025,Apollo,30809025,Bgy,,,,R,1955,,1865,,
300809024,Wawa ,30809024,Bgy,,,,R,729,,698,,Pob.
300809023,Tugatog,30809023,Bgy,,,,U,6856,,8138,,
300809022,Tenejero ,30809022,Bgy,,,,R,1968,,1672,,Pob.
300809021,Tapulao,30809021,Bgy,,,,R,5023,,4928,,
300809020,Talimundoc,30809020,Bgy,,,,R,2493,,2511,,
300809019,Tala,30809019,Bgy,,,,R,1467,,1632,,
300809018,Silahis,30809018,Bgy,,,,R,510,,583,,
300809017,Sibul,30809017,Bgy,,,,R,1283,,1366,,
300809016,Centro I ,30809016,Bgy,,,,R,501,,491,,Pob.
300809015,Parang Parang ,30809015,Bgy,,,,U,1407,,1305,,Pob.
300809014,Pantalan Luma ,30809014,Bgy,,,,U,5563,,5612,,Pob.
300809013,Pantalan Bago ,30809013,Bgy,,,,R,2250,,2269,,Pob.
300809012,Palihan ,30809012,Bgy,,,,R,2581,,2521,,Pob.
300809011,Pag-asa,30809011,Bgy,,,,R,2486,,2802,,
300809010,Mulawin,30809010,Bgy,,,,R,4380,,4746,,
300809009,Masantol,30809009,Bgy,,,,R,690,,530,,
300809008,Kaparangan,30809008,Bgy,,,,R,3021,,2975,,
300809007,Dona,30809007,Bgy,,,,R,1249,,1788,,
300809006,Centro II ,30809006,Bgy,,,,R,431,,434,,Pob.
300809005,Paking-Carbonero ,30809005,Bgy,,,,R,1164,,927,,Pob.
300809004,Calero ,30809004,Bgy,,,,R,1438,,1402,,Pob.
300809003,Bayan ,30809003,Bgy,,,,U,6018,,6378,,Pob.
300809002,Balut ,30809002,Bgy,,,,U,1355,,1263,,Pob.
300809001,Bagong Paraiso ,30809001,Bgy,,,,R,2835,,3119,,Pob.
300809000,Orani,30809000,Mun,,,3rd,,66909,,70342,,
300808005,Sabang,30808005,Bgy,,,,U,7446,,8031,,
300808004,Poblacion,30808004,Bgy,,,,U,5511,,7329,,
300808003,Nagbalayong,30808003,Bgy,,,,U,6207,,6756,,
300808002,Mabayo,30808002,Bgy,,,,U,4771,,6156,,
300808001,Binaritan,30808001,Bgy,,,,U,5966,,7122,,
300808000,Morong,30808000,Mun,,,3rd,,29901,,35394,,
300807020,Townsite,30807020,Bgy,,,,U,6880,,7203,,
300807019,Mt. View,30807019,Bgy,,,,U,10461,,13082,,
300807018,Maligaya,30807018,Bgy,,,,U,4407,,4442,,
300807017,Malaya,30807017,Bgy,,,,U,4910,,4939,,
300807016,Ipag,30807016,Bgy,,,,U,10010,,11503,,
300807015,Camaya,30807015,Bgy,,,,U,14869,,18803,,
300807014,Biaan,30807014,Bgy,,,,R,1837,,2663,,
300807013,Balon-Anito,30807013,Bgy,,,,U,12286,,15820,,
300807011,Sisiman,30807011,Bgy,,,,U,6221,,7267,,
300807010,San Isidro,30807010,Bgy,,,,U,5761,,6515,,
300807009,San Carlos,30807009,Bgy,,,,U,1517,,1481,,
300807008,Poblacion,30807008,Bgy,,,,U,7938,,8458,,
300807006,Baseco Country,30807006,Bgy,Nassco,,,U,4581,,4781,,
300807005,Lucanin,30807005,Bgy,,,,U,5169,,7189,,
300807004,Cabcaben,30807004,Bgy,,,,U,6427,,7665,,
300807003,Batangas II,30807003,Bgy,,,,U,5951,,5811,,
300807002,Alion,30807002,Bgy,,,,R,3264,,3389,,
300807001,Alas-asin,30807001,Bgy,,,,U,15047,,18868,,
300807000,Mariveles,30807000,Mun,,,1st,,127536,,149879,,
300806015,St. Francis II,30806015,Bgy,,,,U,8615,,12852,,
300806014,San Francisco de Asis,30806014,Bgy,,,,U,5900,,6290,,
300806013,Duale,30806013,Bgy,,,,U,7358,,8905,,
300806012,Wawa,30806012,Bgy,,,,R,560,,544,,
300806009,Townsite,30806009,Bgy,,,,U,5178,,5623,,
300806008,Reformista,30806008,Bgy,,,,U,4711,,5169,,
300806007,Poblacion,30806007,Bgy,,,,R,701,,653,,
300806006,Landing,30806006,Bgy,,,,R,3209,,3191,,
300806004,Lamao,30806004,Bgy,,,,U,19329,,19946,,
300806003,Kitang 2 & Luz,30806003,Bgy,,,,U,4777,,6141,,
300806002,Kitang I,30806002,Bgy,,,,R,1930,,2089,,
300806001,Alangan,30806001,Bgy,,,,U,5803,,6869,,
300806000,Limay,30806000,Mun,,,1st,,68071,,78272,,
300805025,Sacrifice Valley,30805025,Bgy,,,,R,1248,,1746,,
300805024,Judge Roman Cruz Sr.,30805024,Bgy,Mandama,,,R,3816,,4544,,
300805023,Tipo,30805023,Bgy,,,,U,5465,,6874,,
300805021,Sumalo,30805021,Bgy,,,,R,1923,,2640,,
300805020,Santo Cristo ,30805020,Bgy,,,,R,896,,896,,Pob.
300805019,San Pedro ,30805019,Bgy,,,,R,2318,,2324,,Pob.
300805017,Saba,30805017,Bgy,,,,R,1875,,2151,,
300805016,Pulo,30805016,Bgy,,,,R,579,,631,,
300805015,Pandatung,30805015,Bgy,,,,R,2048,,2421,,
300805014,Palihan,30805014,Bgy,,,,U,6129,,6556,,
300805013,Mambog - Mandama,30805013,Bgy,,,,R,2922,,3699,,
300805012,Maite,30805012,Bgy,,,,R,1706,,2025,,
300805011,Mabuco,30805011,Bgy,,,,U,3238,,5496,,
300805010,Mabiga,30805010,Bgy,,,,R,2902,,3287,,
300805009,Daungan ,30805009,Bgy,,,,R,962,,943,,Pob.
300805008,Culis,30805008,Bgy,,,,U,8610,,10322,,
300805007,Cataning ,30805007,Bgy,,,,R,3018,,3000,,Pob.
300805006,Burgos-Soliman ,30805006,Bgy,,,,R,556,,437,,Pob.
300805005,Bamban,30805005,Bgy,,,,R,2379,,2613,,
300805004,Balsic,30805004,Bgy,,,,U,6594,,7840,,
300805003,Bacong,30805003,Bgy,,,,R,2828,,3117,,
300805002,Almacen,30805002,Bgy,,,,R,2175,,2176,,
300805001,A. Rivera ,30805001,Bgy,,,,R,1675,,1705,,Pob.
300805000,Hermosa,30805000,Mun,,,1st,,65862,,77443,,
300804050,"Jose C. Payumo, Jr.",30804050,Bgy,,,,R,3360,,3906,,
300804049,Tubo-tubo,30804049,Bgy,,,,R,549,,856,,
300804048,Pentor,30804048,Bgy,,,,R,3041,,3283,,
300804047,Payangan,30804047,Bgy,,,,R,770,,888,,
300804046,Maligaya,30804046,Bgy,,,,R,1565,,1953,,
300804045,Bayan-bayanan,30804045,Bgy,,,,R,728,,953,,
300804044,Aquino,30804044,Bgy,,,,R,95,,114,,
300804043,Zamora ,30804043,Bgy,,,,R,356,,372,,Pob.
300804042,Tucop,30804042,Bgy,,,,R,4284,,4580,,
300804041,Torres Bugauen ,30804041,Bgy,,,,R,915,,858,,Pob.
300804040,Santa Isabel,30804040,Bgy,Tabacan,,,U,2412,,2699,,
300804039,Sapang Balas,30804039,Bgy,,,,R,1271,,1543,,
300804038,Santo Ni?o,30804038,Bgy,,,,R,3190,,3478,,
300804037,San Simon,30804037,Bgy,,,,R,1800,,1890,,
300804036,San Ramon,30804036,Bgy,,,,U,3904,,3784,,
300804035,San Pablo,30804035,Bgy,Bulate,,,U,5942,,7735,,
300804034,San Isidro ,30804034,Bgy,,,,R,983,,899,,Pob.
300804033,San Benito,30804033,Bgy,,,,R,2739,,2953,,
300804032,Saguing,30804032,Bgy,,,,U,4455,,5192,,
300804031,Roxas ,30804031,Bgy,,,,R,293,,272,,Pob.
300804030,Roosevelt,30804030,Bgy,,,,U,9032,,11011,,
300804029,Rizal ,30804029,Bgy,,,,R,249,,211,,Pob.
300804027,Pita,30804027,Bgy,,,,R,3578,,4080,,
300804026,Pinulot,30804026,Bgy,,,,R,4159,,4555,,
300804025,Pagalanggang,30804025,Bgy,,,,R,3931,,4214,,
300804024,Pag-asa,30804024,Bgy,,,,R,1981,,2466,,
300804023,Padre Dandan ,30804023,Bgy,,,,R,159,,189,,Pob.
300804022,Old San Jose,30804022,Bgy,,,,R,2421,,2485,,
300804021,New San Jose,30804021,Bgy,,,,U,6012,,6646,,
300804020,Naparing,30804020,Bgy,,,,R,2705,,3105,,
300804019,Magsaysay,30804019,Bgy,,,,R,1737,,2103,,
300804018,Mabini Ext. ,30804018,Bgy,,,,R,703,,726,,Pob.
300804017,Mabini Proper ,30804017,Bgy,,,,R,324,,321,,Pob.
300804016,Luacan,30804016,Bgy,,,,U,6184,,5953,,
300804015,Layac,30804015,Bgy,,,,R,1416,,1363,,
300804014,Kataasan,30804014,Bgy,,,,R,2990,,3082,,
300804013,Happy Valley,30804013,Bgy,,,,R,1744,,1913,,
300804012,Gomez ,30804012,Bgy,,,,R,292,,307,,Pob.
300804011,Gen. Luna ,30804011,Bgy,,,,R,608,,528,,Pob.
300804010,Del Pilar ,30804010,Bgy,,,,R,291,,265,,Pob.
300804009,Dalao,30804009,Bgy,,,,R,1573,,1830,,
300804008,Daang Bago,30804008,Bgy,,,,R,2822,,3247,,
300804007,Colo,30804007,Bgy,,,,R,3135,,3651,,
300804006,Burgos ,30804006,Bgy,,,,R,411,,331,,Pob.
300804003,Bonifacio ,30804003,Bgy,,,,R,488,,366,,Pob.
300804002,Bangal,30804002,Bgy,,,,U,4774,,5053,,
300804000,Dinalupihan,30804000,Mun,,,1st,,106371,,118209,,
300803027,Lote,30803027,Bgy,,,,R,2483,,2670,,
300803026,Do?a Francisca,30803026,Bgy,,,,U,2219,,2322,,
300803025,Cupang North,30803025,Bgy,,,,R,2536,,2543,,
300803024,Bagong Silang,30803024,Bgy,,,,U,5472,,6388,,
300803023,Tuyo,30803023,Bgy,,,,U,10106,,12057,,
300803022,Tortugas,30803022,Bgy,,,,R,2971,,2852,,
300803021,Tenejero,30803021,Bgy,,,,U,10964,,9227,,
300803020,Tanato,30803020,Bgy,,,,R,818,,914,,
300803019,Talisay,30803019,Bgy,,,,R,1907,,2181,,
300803018,Camacho,30803018,Bgy,,,,R,4170,,3844,,
300803017,Sibacan,30803017,Bgy,,,,R,2256,,2766,,
300803016,San Jose,30803016,Bgy,,,,U,6274,,6718,,
300803015,Pto. Rivas Itaas,30803015,Bgy,,,,R,1816,,1822,,
300803014,Pto. Rivas Ibaba,30803014,Bgy,,,,U,4315,,4287,,
300803013,Poblacion,30803013,Bgy,,,,U,799,,736,,
300803012,Malabia,30803012,Bgy,,,,R,723,,725,,
300803011,Ibayo,30803011,Bgy,,,,U,2570,,2277,,
300803010,Dangcol,30803010,Bgy,Bernabe,,,R,1784,,1776,,
300803009,Cupang West,30803009,Bgy,,,,R,1811,,2031,,
300803008,Cupang Proper,30803008,Bgy,,,,U,9583,,11581,,
300803006,Central,30803006,Bgy,,,,U,5472,,7083,,
300803005,Cataning,30803005,Bgy,,,,U,8137,,9775,,
300803004,Munting Batangas,30803004,Bgy,Cadre,,,R,2755,,3320,,
300803003,Cabog-Cabog,30803003,Bgy,,,,R,2046,,2211,,
300803001,Bagumbayan,30803001,Bgy,,,,R,2074,,2067,,
300803000,City of Balanga ,30803000,City,,CC,4th,,96061,,104173,,Capital
300802016,Atilano L. Ricardo,30802016,Bgy,,,,R,2447,,3319,,
300802015,Tabing-Ilog ,30802015,Bgy,,,,R,1281,,1321,,Pob.
300802014,Saysain,30802014,Bgy,,,,R,2859,,3468,,
300802013,San Antonio,30802013,Bgy,,,,R,1445,,1511,,
300802012,Quinawan,30802012,Bgy,,,,R,574,,710,,
300802010,Paysawan,30802010,Bgy,,,,R,731,,862,,
300802009,Parang,30802009,Bgy,,,,R,3248,,3480,,
300802008,Pag-asa,30802008,Bgy,Wawa-Sibacan,,,R,3271,,3729,,
300802007,Ibis,30802007,Bgy,,,,R,1660,,1884,,
300802006,Ibaba,30802006,Bgy,,,,R,1689,,1920,,
300802004,Binukawan,30802004,Bgy,,,,R,2356,,2814,,
300802003,Binuangan,30802003,Bgy,,,,R,613,,752,,
300802002,Banawang,30802002,Bgy,,,,R,2784,,3460,,
300802001,Bagumbayan ,30802001,Bgy,,,,R,1978,,2135,,Pob.
300802000,Bagac,30802000,Mun,,,3rd,,26936,,31365,,
300801011,Wawa ,30801011,Bgy,,,,R,4389,,4243,,Pob.
300801010,Salian,30801010,Bgy,,,,R,3199,,3832,,
300801008,Omboy,30801008,Bgy,,,,R,3149,,3387,,
300801007,Mabatang,30801007,Bgy,,,,U,9165,,9650,,
300801006,Laon ,30801006,Bgy,,,,R,2303,,2415,,Pob.
300801004,Gabon,30801004,Bgy,,,,U,5405,,5707,,
300801003,Capitangan,30801003,Bgy,,,,U,6742,,7280,,
300801002,Calaylayan ,30801002,Bgy,,,,U,4833,,5627,,Pob.
300801001,Bangkal,30801001,Bgy,,,,R,695,,843,,
300801000,Abucay,30801000,Mun,,,3rd,,39880,,42984,,
300800000,Bataan,30800000,Prov,,,1st,,760650,,853373,,
300000000,Region III (Central Luzon),30000000,Reg,,,,,11218177,,12422172,,
205706016,Asaklat,25706016,Bgy,,,,R,1252,,1425,,
205706015,Wasid,25706015,Bgy,,,,R,1208,,1444,,
205706014,Sangbay,25706014,Bgy,,,,R,1900,,2093,,
205706013,San Ramos,25706013,Bgy,,,,R,829,,817,,
205706012,San Pugo,25706012,Bgy,,,,R,431,,568,,
205706011,San Dionisio II,25706011,Bgy,,,,R,3795,,4037,,
205706010,Ponggo,25706010,Bgy,,,,R,3081,,3035,,
205706009,Old Gumiad,25706009,Bgy,,,,R,845,,1087,,
205706008,Matmad,25706008,Bgy,,,,R,431,,711,,
205706007,Mataddi,25706007,Bgy,,,,R,531,,628,,
205706006,Landingan,25706006,Bgy,,,,R,1868,,1952,,
205706005,La Conwap,25706005,Bgy,Guingin,,,R,523,,499,,
205706004,Guino,25706004,Bgy,Giayan,,,R,1741,,1766,,
205706003,Dissimungal,25706003,Bgy,,,,R,1954,,2343,,
205706002,Dipantan,25706002,Bgy,,,,R,1415,,1320,,
205706001,Anak,25706001,Bgy,,,,R,1680,,1674,,
205706000,Nagtipunan,25706000,Mun,,,1st,,23484,,25399,,
205705009,Gamis,25705009,Bgy,,,,R,1029,,1053,,
205705008,Cardenas,25705008,Bgy,,,,R,961,,1060,,
205705007,Tres Reyes,25705007,Bgy,,,,R,909,,1026,,
205705006,Santo Tomas,25705006,Bgy,,,,R,1328,,1469,,
205705005,Salvacion,25705005,Bgy,,,,R,1405,,1578,,
205705004,Rizal ,25705004,Bgy,,,,R,3211,,3336,,Pob.
205705003,Magsaysay ,25705003,Bgy,,,,R,2867,,2978,,Pob.
205705002,La Paz,25705002,Bgy,,,,R,2984,,3299,,
205705001,Dibul,25705001,Bgy,,,,R,1376,,1338,,
205705000,Saguday,25705000,Mun,,,5th,,16070,,17137,,
205704039,Santa Maria,25704039,Bgy,,,,R,744,,979,,
205704038,Jose Ancheta,25704038,Bgy,,,,R,1120,,1207,,
205704037,Villa Jose V Ylanan,25704037,Bgy,,,,R,480,,527,,
205704036,Poblacion Sur,25704036,Bgy,,,,U,2220,,2135,,
205704034,Villa Agullana,25704034,Bgy,,,,R,415,,539,,
205704032,Ysmael,25704032,Bgy,,,,R,616,,640,,
205704030,Villa Hermosa Norte,25704030,Bgy,,,,R,1568,,1732,,
205704029,Villa Hermosa Sur,25704029,Bgy,,,,R,2075,,2405,,
205704028,Villa Gracia,25704028,Bgy,,,,R,942,,904,,
205704027,Santo Tomas,25704027,Bgy,,,,R,588,,599,,
205704026,Santo Ni?o,25704026,Bgy,,,,R,1052,,1118,,
205704025,San Salvador,25704025,Bgy,,,,R,509,,502,,
205704024,San Pedro,25704024,Bgy,,,,R,1133,,1231,,
205704023,San Martin,25704023,Bgy,,,,R,1084,,1082,,
205704021,San Dionisio I,25704021,Bgy,,,,R,595,,634,,
205704019,San Bernabe,25704019,Bgy,,,,R,953,,1045,,
205704017,Poblacion Norte,25704017,Bgy,,,,U,3111,,3007,,
205704016,Pedlisan,25704016,Bgy,,,,R,638,,808,,
205704015,Manglad,25704015,Bgy,,,,R,684,,681,,
205704014,Lusod,25704014,Bgy,,,,R,2061,,2155,,
205704013,Dumabato Sur,25704013,Bgy,,,,R,1422,,1461,,
205704012,Dumabato Norte,25704012,Bgy,,,,R,1498,,1435,,
205704011,Divisoria Norte,25704011,Bgy,,,,R,616,,654,,
205704010,Dipintin,25704010,Bgy,,,,R,2929,,3112,,
205704009,Diduyon,25704009,Bgy,,,,R,854,,926,,
205704008,Cofcaville,25704008,Bgy,,,,R,688,,773,,
205704007,Cabua-an,25704007,Bgy,,,,R,806,,798,,
205704006,Cabaruan,25704006,Bgy,,,,R,1731,,1911,,
205704005,Buenavista,25704005,Bgy,,,,R,1262,,1436,,
205704004,Divisoria Sur,25704004,Bgy,Bisangal,,,R,999,,1131,,
